,context,metric,target,value,Model,Session,fitting_time,parameters,epochs,fold_n,time_epochs
7939,hmg,SMAPE,Future Session Time,35.98081635987254,RNN env even,3,27088.04045915604,1501341,32,3,846.5012643486263
7940,hmg,SMAPE,Future Session Time,36.44670149521366,RNN env even,4,27088.04045915604,1501341,32,3,846.5012643486263
7941,hmg,SMAPE,Future Session Time,36.568049309649844,RNN env even,5,27088.04045915604,1501341,32,3,846.5012643486263
7942,hmg,SMAPE,Future Session Time,36.49809440792785,RNN env even,6,27088.04045915604,1501341,32,3,846.5012643486263
7943,hmg,SMAPE,Future Session Time,36.551628879278894,RNN env even,7,27088.04045915604,1501341,32,3,846.5012643486263
7944,hmg,SMAPE,Future Session Time,36.62978282003746,RNN env even,8,27088.04045915604,1501341,32,3,846.5012643486263
7945,hmg,SMAPE,Future Session Time,36.267128244828,RNN env even,9,27088.04045915604,1501341,32,3,846.5012643486263
7946,hmg,SMAPE,Future Session Time,36.578812027605764,RNN env even,10,27088.04045915604,1501341,32,3,846.5012643486263
7947,hmg,SMAPE,Future Session Time,36.54847425606465,RNN env even,11,27088.04045915604,1501341,32,3,846.5012643486263
7948,hmg,SMAPE,Future Session Time,36.01943882895366,RNN env even,12,27088.04045915604,1501341,32,3,846.5012643486263
7949,hmg,SMAPE,Future Session Time,36.25829756154084,RNN env even,13,27088.04045915604,1501341,32,3,846.5012643486263
7950,hmg,SMAPE,Future Session Time,36.243043517892694,RNN env even,14,27088.04045915604,1501341,32,3,846.5012643486263
7951,hmg,SMAPE,Future Session Time,36.13483573853799,RNN env even,15,27088.04045915604,1501341,32,3,846.5012643486263
7952,hmg,SMAPE,Future Session Activity,27.83468688728279,RNN env even,2,27088.04045915604,1501341,32,3,846.5012643486263
7953,hmg,SMAPE,Future Session Activity,27.59326895194367,RNN env even,3,27088.04045915604,1501341,32,3,846.5012643486263
7954,hmg,SMAPE,Future Session Activity,27.194265486328046,RNN env even,4,27088.04045915604,1501341,32,3,846.5012643486263
7955,hmg,SMAPE,Future Session Activity,27.20148215885579,RNN env even,5,27088.04045915604,1501341,32,3,846.5012643486263
7956,hmg,SMAPE,Future Session Activity,27.35070526403243,RNN env even,6,27088.04045915604,1501341,32,3,846.5012643486263
7957,hmg,SMAPE,Future Session Activity,27.57832846079641,RNN env even,7,27088.04045915604,1501341,32,3,846.5012643486263
7958,hmg,SMAPE,Future Session Activity,27.386795323285217,RNN env even,8,27088.04045915604,1501341,32,3,846.5012643486263
7959,hmg,SMAPE,Future Session Activity,27.099842619990188,RNN env even,9,27088.04045915604,1501341,32,3,846.5012643486263
7960,hmg,SMAPE,Future Session Activity,27.141293012443917,RNN env even,10,27088.04045915604,1501341,32,3,846.5012643486263
7961,hmg,SMAPE,Future Session Activity,27.358858730148107,RNN env even,11,27088.04045915604,1501341,32,3,846.5012643486263
7962,hmg,SMAPE,Future Session Activity,27.017785037183618,RNN env even,12,27088.04045915604,1501341,32,3,846.5012643486263
